DOI,Species,Source Cell Type,Target Cell Type,"Duration, d","name of chemical 1,CID 1;name of chemical 2,CID 2",Medium,Growth Factors,Initial Culture (text),MoA chem 1; MoA chem 2,TFs/miRNA,Title,Assocoated Data,Yield (%),Comment on Yield,Type,Comment,"Authors;sorted=""Reverse"";sep=;",Stress factors
10.1089/cell.2010.0067,Mus musculus,Fibroblasts,Embryonic Stem Cells,21,"BIO,448949;4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanone,47289;Forskolin,47936;Nicotine,89594;Phorbol 12-myristate 13-acetate,27924;Retinoic acid,444795;Troglitazone,5591;Cytochalasin D,5458428;Etoposide,36462;Butyric acid,264;Trichostatin A,444732;BIX01294,25150857;Chaetocin,161591;5-Aza-2'-deoxycytidine,451668;N-Acetyl-L-cysteine,12035;Lovastatin,53232","Mouse ESC medium: DMEM medium supplemented with 15% FBS, 100U/mL penicillin and 100 mg/ mL streptomycin, 1000U/mL Leukemia Inhibitory Factor, 1% (v/v) nonessential amino acid, and 1% (v/v) 2- mercaptoethanol, chemical cocktail",Leukemia Inhibitory Factor,B6/129 mouse embryonic fibroblasts (MEFs) at passage 3,Inhibitor of GSK3;_;CAMP agonist;_;_;Agonist of a retinoic acid receptor;_;_;_;_;Inhibitor of the histone deacetylases I and II;Inhibitor of the G9a histone methyltransferase;_;Inhibitor of DNA methylation;_;_,_,Reprogramming of Mouse Fibroblasts to an Intermediate State of Differentiation by Chemical Induction,_,0.02,colony formation; positive for both alkaline phosphatase and surface specific embryonic antigen-1 (SSEA-1) at a comparable level to those of mouse embryonic stem cells,1,_,X. Cindy Tian; Chih-Jen Lin; Tomokazu Amano; Yong Tang; Chul Kim;Joonghoon Park,_
10.1097/MPA.0b013e318221933d,Homo sapiens,HepG2 Cells,Induced Pancreatic-like Cells,24,"Carbon tetrachloride,5943;D-Galactosamine,24154;Zinc chloride,5727","Dulbecco’s modified Eagle medium with 10% fetal bovine serum, 100 mM CCl4, 2 mM D-galactosamine, 200 KM ZnCl2",,Cell line HepG2,_;_;_,_,"In Vitro Transdifferentiation of HepG2 Cells to Pancreatic-Like Cells by CCl4, D-Galactosamine, and ZnCl2",_,66.2,"Fluorescence-activated cell sorting analysis, expression of albumin-GFP along with elastase-DsRed",1,_,Katsunori Sasaki; Fengming Yue; Ken Matsumoto; Masahiro Mizuguchi; Jun Ito; Shin-Ichi Mae; Tadayuki Yokoyama; Hinako Ichikawa; Susumu Yoshie; Sakiko Shirasawa; Daihachiro Tomotsune;Yoshiya Kanoh,_
10.1186/1477-5956-9-3,Mus musculus,Hair bulge progenitor cells (HBPCs),Induced cardiomyocyte-like Cells,21,"Cardiogenol C,11345983","GMEM plus 5 μM Cardiogenol C, 7.5% ESQ-FBS",,anagen staged vibrissal hair follicles,Inducer of cardiac differentiation,_,Cardiogenol C can induce Mouse Hair Bulge Progenitor Cells to Transdifferentiate into Cardiomyocyte-like Cells,_,_,_,1,_,Kenneth KH Lee; Henry SS Lee; Ivan WC Wong; YaoYao; Elve Chen; Mei Kuen Tang;Winifred WY Yau,_
10.1371/journal.pone.0026592,Homo sapiens,Human somatic cells,Induced Pluripotent Stem Cells,24,"Sodium butyrate,5222465;SB431542,4521392;PD0325901,9826528","human reprogramming medium (DMEM/F12, 20% knockout serum replacement, 1× non-essential amino acid, 2 mM L-glutamine, 0.1 mM 2-mercaptoethanol, 20 ng/ml FGF-2 and 1% penicillin-streptomycin), and treated with 0.5 mM sodium butyrate, 2 µM SB431542, and 0.5 µM PD0325901 or other combinations of the compounds",FGF- 2,HFF-1 and human hepatocytes,Inhibitor of histone deacetylase;Inhibitor of the Activin/BMP/TGF-β pathway;Inhibitor of MEK/ERK pathway,OCT3 / 4;KLF4;SOX2;c-MYC,Efficient Generation of Fully Reprogrammed Human iPS Cells via Polycistronic Retroviral Vector and a New Cocktail of Chemical Compounds,_,100,Immunostaining with anti-Tra-1-60 antibodies,2,_,Wen-Shu Wu; Zhijian Qian; Zack Z. Wang; Albert Gordon; Yongxing Gao;Zhonghui Zhang,_
10.1007/s11010-010-0664-6,Mus musculus,Myoblasts,Osteoblasts,5,"SVAK-12,_",DMEM containing 2% FBS and various concentrations of selected compound,BMP-2,Mouse C2C12 cells,_,_,A synthetic compound that potentiates bone morphogenetic protein-2-induced transdifferentiation of myoblasts into the osteoblastic phenotype,_,_,_,1,_,Scott D. Boden; Louisa Titus; Katsuro Tomita; Sreedhara Sangadala;Satoshi Kato,_
10.1371/journal.pone.0012297,Homo sapiens,Fibroblasts,Induced Pluripotent Stem Cells,28,"5-Aza-2'-deoxycytidine,451668;Trichostatin A,444732;Retinoic acid,444795","Serum replacement (SR) medium: KO-DMEM-high glucose, 20% SR, 2 mM L-glutamax, 0.1 mM non-essential amino acid, 0.1 mM 2-mercaptoethanol, 1× insulin transferring selenium, 25 U/ml penicillin, 25 µg/ml streptomycin and 4 ng/ml basic fibroblast growth factor (bFGF).",bFGF,"HFFs were derived from primary fetal skin tissue after therapeutic termination of pregnancies and cultured in DMEM-high glucose medium containing 10% fetal bovine serum (FBS), 25 U/ml Penicillin and 25 µg/ml Streptomycin.",Inhibitor of DNA methylation;Inhibitor of the histone deacetylases I and II;Agonist of a retinoic acid receptor,_,A Combined Epigenetic and Non-Genetic Approach for Reprogramming Human Somatic Cells,_,15,Percent of the NANOG+ cells,1,_,Kuldip Sidhu;Perminder Sachdev;Jinnuo Han,_
10.1038/ncb2894,Homo sapiens,Embryonic Stem Cells,Induced Metanephric Mesenchyme Cells,18,"CHIR99021,9956119",Serum-free media APEL,FGF9;BMP7;Activin A,"HES3 (MIXL1GFP/wt) cells were routinely cultured on irradiated mouse embryonic fibroblast feeder cells in F12/DMEM (Life Technologies) supplemented with 20% KnockOut serum replacement (Life Technologies), 100 μM MEM NEAA (Life Technologies), 110 μM 2-mercaptoethanol (Life Technologies), 1× penicillin/streptomycin (Life Technologies), 1× Glutamax (Life Technologies) and 10 ng ml−1 bFGF",Inhibitor of GSK3β,_,Directing human embryonic stem cell differentiation towards a renal lineage generates a self-organizing kidney,_,60,Percent of the SIX2+ cells,1,_,M. H. Little;A. G. Elefanty;E. G. Stanley;E. G. Stanley;E. G. Stanley;J. M. Vanslambrouck;M. Becroft;P. X. Er;M. Takasato,_
10.1371/journal.pone.0084881,Homo sapiens,Induced Pluripotent Stem Cells,Induced Intermediate Mesoderm Cells,8,"AM580,2126;TTNPB,5289501;CHIR99021,9956119;Y-27632,448042","MEF-conditioned Primate ES medium. Stage 1 medium: DMEM/F12+Glutamax (Invitrogen) supplemented with 500 U/ml penicillin/streptomycin, 2% FBS (HyClone) and 10 µM Y-27632 for two days. ",BMP;bFGF,"Five hiPSC lines, were routinely cultured on feeder layers of mitomycin C-treated mouse SNL feeder cells in Primate ES medium supplemented with 500 U/ml penicillin/streptomycin and 4 ng/ml recombinant human basic fibroblast growth factor (bFGF, Wako).",Agonist of the retinoic acid receptor;Agonist of a retinoic acid receptor;Inhibitor of GSK3β;Inhibitor of ROCK1 and ROCK2,_,Efficient and Rapid Induction of Human iPSCs/ESCs into Nephrogenic Intermediate Mesoderm Using Small Molecule-Based Differentiation Methods,_,90,Percent of the OSR1+ cells,1,_,Kenji Osafune;Shinya Yamanaka;Akira Ohta;Motonari Uesugi;Yuko Kurose;Shin-ichi Mae;Toshikazu Araoka,_
10.1038/ncomms4071,Homo sapiens,Induced Pluripotent Stem Cells,Induced Folliculogenic Epithelial Stem Cells,40,"Retinoic acid,444795;Y-27632,448042","hESC culture medium: 80% DMEM/F12 (1:1) medium, 20% knockout Serum Replacement, 100 μM non-essential amino acids, 2 mM L-glutamine, 0.1 mM β-mercaptoethanol, 100 unit per ml penicillin, 100 μg per ml streptomycin and 10–15 ngper ml bFGF.",BMP4;EGF,,Agonist of a retinoic acid receptor;Inhibitor of ROCK1 and ROCK2,_,Generation of folliculogenic human epithelial stem cells from induced pluripotent stem cells,GSE51028,26.8,Percent of the CD200+/ITGA6+ cells,1,_,Xiaowei Xu;George Cotsarelis;Suresh Kumar;Wei Guo;Arben Nace;Zhi Wei;Shujing Liu;Michelle Burrows;Ying Zheng;Ruifeng Yang,_
10.1073/pnas.1113746108,Homo sapiens,Induced Pluripotent Stem Cells,Induced Neural Crest-like cells,14,"SB431542,4521392;BIO,448949","Cells were plated on Geltrex-coated plates in defined media without Activin A, supplemented with 20 μM SB 431542 (Tocris) and 500 ng/mL Noggin (R&D Systems) for 11 d with or
without 2 μM of BIO (GSK3 Inhibitor IX; Calbiochem) or 15 ng/mL Dkk. For direct neural crest differentiation, cells were plated at a density of 1 × 105 cells/cm2 in defined media lacking Activin A and supplemented with 2 μM BIO and 20 μM SB 431542 (SB media). Media was replaced every day.
Additional experiments were performed by adding 25 ng/mL Wnt3a, 500 ng/mL Noggin or 5–50 ng/mL of BMP4 (R&D Systems) to SB media. For peripheral neuron differentiation, neural crest cells were plated in poly-L-ornithine/aminin or Geltrex-coated four-well chamber slides. The following day, SB media was switched to DMEM/F12 N2 supplemented media with BDNF (10 ng/mL), GDNF (10 ng/mL), NGF (10 ng/mL), neurotrophin-3 (10 ng/mL), 2-phospho-L-ascorbic acid (200 μM), and dbcAMP (0.5 mM).",IGF1;bFGF,"HiPSCs were cultured on Geltrex-coated plates (Invitrogen) in chemically defined media containing Heregulin β (10 ng/mL), Activin A (10 ng/mL), LR-Igf (200 ng/mL), and Fgf2 (8 ng/mL) as described
previously.",Inhibitor of the Activin/BMP/TGF-β pathway;Inhibitor of GSK3,_,Wnt signaling and a Smad pathway blockade direct the differentiation of human pluripotent stem cells to multipotent neural crest cells,_,90,"Percent of cells expressig neural crest markers (p75, Ap2 and Hnk1)",1,_,Stephen Daltona;Parker Antin;Tatiana Yatskievych;Laura Menendeza,_
10.1161/CIRCRESAHA.111.249540,Homo sapiens,Embryonic Stem Cells,Induced Cardiomyocytes,12,"IWR1,3137736","StemPro-34 medium: bFGF (5 ng/mL), Activin A (3 ng/mL), and BMP4 (10 ng/mL).
",BMP4;bFGF;Activin A,"Human embryonic stem cell (hESC) H9 lines carrying MYH6-mCherry reporters were grown on a mouse embryonic fibroblast coated matrigel plate in Knock Out DMEM (Gibco) media supplemented with 20%
Knock Out Serum Replacement (GIBCO) and 8ng/ml bFGF (Sigma)",Inhibitor of WNT pathway,_,Small-molecule Inhibitors of the Wnt Pathway Potently Promote Cardiomyocytes From Human Embryonic Stem Cell-Derived Mesoderm,_,30,Flow cytometry analysis demonstrated that IWR yielded up to 30% cardiomyocytes,1,_,Mark Mercola;John Cashman;Marcia Dawson;Zebin Xia;Marion Lanier;Herman Davidovics;Sean Spiering;Erik Willems,_
10.1074/jbc.RA118.006000,Homo sapiens,Fibroblasts,Induced Cardiomyocytes,14,"MM-589,129010138;A83-01,16218924;PTC-209,1117196;BX471,512282","MEFs medium: DMEM medium containing 10%FBS, 1% penicillin/ streptomycin, 10 μl/ml GlutaMAX and 1 mM Sodium Pyruvate.
FB medium: IMDM media with 20%FBS and 1% penicillin/ streptomycin.
Induction medium: DMEM/199 (4:1) (Gibco, Thermo Fisher Scientific) containing 10% FBS, 1% penicillin/ streptomycin and 10 μl/ml GlutaMAX.",CCR1;CCL3;CCL6;CCL17;IGF-1,"Briefly, embryos were harvested from α-MHC-GFP transgenic mice at 13.5 days post coitum followed by decapitation and removal of internal organs. The tissue was minced and digested with 0.05% trypsin/EDTA (Gibco, Thermo Fisher Scientific). Cells were resuspended in MEFs medium (DMEM medium containing 10%FBS, 1% penicillin/ streptomycin, 10 μl/ml GlutaMAX and 1 mM Sodium Pyruvate) and plated onto one 10cm dish per embryo. Cells were passaged at the ratio of 1:3 (passage 1). Passage 3 MEFs were used for reprogramming.","Inhibitor Mll1;Inhibitor of ALK4, ALK5, ALK7 (activin receptor-like kinases);Inhibitor of Bmi1;Inhibitor of the CCR1",MEF2C;GATA4;TBX5,Chemical suppression of specific C-C chemokine signaling pathways enhances cardiac reprogramming,_,24.9,Percent of the iCMs with α-MHC-GFP+ cells,2,_,Zhong Wang;Liu Liu;Shaomeng Wang;Yangbing Li;Karatas Hacer;Wenbin Gao;Shuo Tian;Ienglam Lei;Yijing Guo,_
10.1038/nature13020,Mus musculus,Fibroblasts,Induced Hepatocytes,33,"CHIR99021,9956119;Dilauroyl phosphatidylcholine,512874;Sodium butyrate,5222465;Parnate,19493;RG108,702558;Compound E,11306390","Endoderm differentiation medium (EDM).
Reprogramming initiation medium (RIM): 3 μM CHIR, 100 μM dilauroyl phosphatidylcholine (DLPC; Tocris), 0.1 mM sodium butyrate (NaB), 2 μM Parnate (Par), 0.5 μM RG108 (RG), 10 ng ml−1 epidermal growth factor (EGF) and 10 ng ml−1 basic fibroblast growth factor (bFGF), followed by culture for 14–21 days in endoderm differentiation medium (EDM) supplemented with 3 μM CHIR, 100 μM DLPC, 0.1 mM NaB, 2 μM Par, 0.5 μM RG and 100 ng ml−1 activin A",EGF;bFGF;Activin A.,Human fibroblasts were grown in reprogramming initiation medium for 7 days.,Inhibitor of GSK3β;Agonist of the liver receptor homologue-1;Inhibitor of histone deacetylase;Inhibitor of lysine-specific demethylase 1 (LSD1);Inhibitor of the DNA methyltransferase;Inhibitor of the Notch signaling,_,Mouse liver repopulation with hepatocytes generated from human fibroblasts,GSE52309,57.5,Percent of the HNF4α+ cells,1,_,Sheng Ding;Holger Willenbring;Leslie Benet;Alan Wolfe;Aras Mattis;Jack Harbell;Milad Rezvani;Saiyong Zhu,_
10.3892/ijmm.2018.3375,Homo sapiens,Fibroblasts,Induced Neurons,7,"Valproic Acid,3121;CHIR99021,9956119;DMH1,50997747;RepSox,449054;Forskolin,47936;Y-27632,448042;SP600125,8515","Induction medium was composed of a 1:1 ratio of Dulbecco's modified Eagle's medium (DMEM)/F12 (cat. no. 11330032) and Neurobasal medium (cat. no. 21103049) with 0.5% N-2 supplement (cat. .no. 17502048), 1% B-27 supplement (cat. no. 17504044; all from Thermo Fisher Scientific, Inc., Waltham, MA, USA) and 100 μM cAMP. 
Maturation medium was composed of DMEM/F12:Neurobasal medium (1:1), 0.5% N-2 supplement, 1% B-27 supplement, 100 μM cAMP, 20 ng/ml BDNF, 20 ng/ml GDNF and 20 ng/ml NT3.",BDNF;GDNF;NT3,_,Inhibitor of histone deacetylase;Inhibitor of GSK3β;Inhibitor of the BMP;Inhibitor of the ALK5 (TGF-β type 1 receptor);CAMP agonist;Inhibitor of ROCK1 and ROCK2;Inhibitor of JNK,_,Chemical conversion of human lung fibroblasts into neuronal cells,_,90,Percent of the Tuj1‑positive cells,1,_,TAO XIAO;LAN ZHAO;DONG HUANG;QIU-LIANG JI;HONG SUN;BING LI;YUN XU;YU WAN,_
10.1038/srep00280,Homo sapiens,Human liver cancer cells,Hepatocytes,6,"Peretinoin,6437836; Zopolrestat,1613","Culture medium, the anticancer drugs (10 μM ACR alone, 10 μM zopolrestat alone or 10 μM ACR plus 10 μM zopolrestat)",,10 liver cancer samples were obtained from patients who underwent a liver transplantation at our institutions. The 10 patients with HCC before a liver transplantation had an age range of 34–60 years (median: 55.7). All of the males (n = 7) were diagnosed with stage II cancer and were HCV-positive with a Child-Pugh score of A; all of the females (n = 3) were diagnosed with stage III cancer and were HCV-positive with a Child-Pugh score of B.,Agonist of retinoid acid receptor (RAR);Inhibitor of carboxylic acid aldose reductase,_,A therapeutic method for the direct reprogramming of human liver cancer cells with only chemicals,_,_,_,1,_,Chifumi Sato; Makoto Mihara; Yue Zhang;Hisashi Moriguchi,_
10.1038/nmeth.1972,Homo sapiens,Fibroblasts,Induced Neuron-like Cells,23,"SB431542,4521392;LDN193189,25195294;CHIR99021,9956119","Neuronal medium containing DMEM/F12 (1% (vol/vol) N2 supplement) and Neurobasal (2% (vol/vol) B27 supplement) mixed at a 1:1 ratio, cAMP (100 ng ml−1), doxycycline (1 μg ml−1), SB-431542 (10 μM), noggin (500 ng ml−1) or a combination of low noggin (100 ng ml−1) and LDN-193189 (0.5 μM) and/or CHIR99021 (2 μM)","FGF2, EGF, BDNF, GDNF, NT3","Primary HPFs were established from dissociated foreskin tissue of a healthy newborn donor (HPF1, passage 9; provided by J. Itskovitz-Eldor; see Acknowledgments) and skin biopsies from a 1-year-old female donor with Miller-Dieker lissencephaly syndrome (HPF2, passage 7; Coriell Institute, catalog ID GM06097), a 4-year-old female donor with epilepsy (HPF3, passage 8; cells provided by W.S. Kunz; see Acknowledgments) and a 34-year-old healthy male donor (passage 5).",Inhibitor of the Activin/BMP/TGF-β pathway;Inhibitor of TGF-beta/Smad signaling;Inhibitor of GSK3β,Noggin,Small molecules enable highly efficient neuronal conversion of human fibroblasts,GSE36246,80,Tthe percentage of βIII-tub+ cells in relation to the initial number of plated cells,2,_,Oliver Brüstle; Philipp Koch; Franz-Josef Müller; Gesine Kögler; Peter Wernet; Stefan Herms; Finnja Glaue; Daniel Poppe; Jonas Doerr; Jaideep Kesavan; Jerome Mertens;Julia Ladewig,_
10.1007/s11064-012-0819-9,Rattus _,Muscle-derived Stem Cells,Induced Dopaminergic Neurons,14,"Vitamin C,54670067;Forskolin,47936","Neurobasal A, N2, 2 mM L-glutamine, 40 ng/ml bFGF, 100 ng/ml FGF8 and 200 ng/ml SHH, 200 lM ascorbic acid, 10 lM forskolin, 10 ng/ml GDNF","bFGF, EGF, SHH, FGF, GDNF",MDSCs were isolated from six-month old Sprague–Dawley rat gastrocnemius muscle,_;CAMP agonist,_,Dopaminergic neuronal conversion from adult rat skeletal muscle-derived stem cells in vitro,_,1.34,Expression of TH,1,_,Xiao-Min Wang; Jun Jia; Ding-Zhen Luo; Zi-Xuan Guo; Yue Wang; Xuan Wang;Jian Yang,_
10.1093/humrep/des204,Mus musculus,Testicular Cells,Germline-derived pluripotent stem cells (gPSCs),14,"CHIR99021,9956119","Ko-DMEM, L-glutamine 2 mM, non-essential amino acids 1%, penicillin 100 U/ml, streptomycin 100 mg/ml, β-mercaptoethanol 0.1 mM, 2% fetal calf serum, 1% FCS, glial-derived neurotrophic factor (GDNF, 20 ng/ml), mouse epidermal growth factor (EGF, 20 ng/ml), human basic fibroblast growth factor (bFGF, 10 ng/ml) and mouse LIF (1000 U/ml), SM","GDNF, EGF, bFGF, LIF","Testicular cells were isolated from neonatal male mice (3 day old, NMRI and C57BL/6 strains). Embryonic day (E) 12.5–13.5 fetuses (NMRI strain) were used to produce mouse embryonic fibroblasts (MEFs) as feeder cells.",Inhibitor of GSK3β,_,Inhibition of glycogen synthase kinase-3 promotes efficient derivation of pluripotent stem cells from neonatal mouse testis,_,0.065,"number of colonies; cells maintained ESC morphology, as indicated by light microscopy; showed strong positive staining for AP activity; expressed SSEA1 and the pluripotency markers Oct4 and Nanog",1,_,Hossein Baharvand; Nasser Aghdami; Hananeh Fonoudi; Seyedeh-Nafiseh Hassani; Ali Farrokhi; Houri Sepehri; Abdolhossein Shahverdi; Farnoosh Attari;Seyedeh-Faezeh Moraveji,_
10.5966/sctm.2011-0022,Homo sapiens,Induced Pluripotent Stem Cells,Mesenchymal stem/stromal cells (MSCs),10,"SB431542,4521392","KOSR medium (DMEM‐Ham's F‐12 basal medium supplemented with 20% knockout serum replacement) without bFGF, supplemented with 10 μM SB431542 (SB) in DMSO","bFGF, TGF-β",Human iPSCs (MR90CL2 and ES4CL1) and ESCs (Mel1 and HES3),Inhibitor of the Activin/BMP/TGF-β pathway,_,Small Molecule Mesengenic Induction of Human Induced Pluripotent Stem Cells to Generate Mesenchymal Stem/Stromal Cells,_,90,monolayers with an epithelial‐like morphology,1,_,Nicholas M. Fisk; Ernst J. Wolvetang; Rachel Horne; Rebecca L. Ellis; Rebecca A. Pelekanos;Yen Shun Chen,_
10.1126/science.1199082,Caenorhabditis elegans,Germ cells,Induced Neuron-like Cells,_,"Valproic Acid,3121;Trichostatin A,444732",_,_,Cells showing gcy-5 and ceh-36 induction located within the gonad,Inhibitor of histone deacetylase;Inhibitor of the histone deacetylases I and II,CHE-1,Direct Conversion of C. elegans Germ Cells into Specific Neuron Types,_,52,Phenotype is observed in the germ line of up to 52% of heat-shocked animals,2,_,Oliver Hobert; Paschalis Kratsios; Tulsi Patel;Baris Tursun,_
