cid,link,name,Synonyms,MOA
54670067,https://pubchem.ncbi.nlm.nih.gov/compound/54670067,Vitamin C,"l-ascorbic acid;vitamin C;ascorbic acid;50-81-7;L()-Ascorbic acid;ascorbate;Cevitamic acid;Ascoltin;Ascorbicap;Natrascorb;Hybrin;Allercorb;Ascorbajen;Ascorbutina;Ascorteal;Cescorbat;Cetemican;Cevitamin;Citriscorb;Laroscorbine;Lemascorb;Proscorbin;Roscorbic;Secorbate;Testascorbic;Vitacimin;Vitamisin;Vitascorbol;Ascorin;Ascorvit;Cantaxin;Cebicure;Cebione;Cegiolan;Ceglion;Celaskon;Cemagyl;Cenetone;Cenolate;Cergona;Cetamid;Cevalin;Cevatine;Cevimin;Cevital;Cevitan;Cevitex;Colascor;Concemin;Redoxon;Vicelat;Viforcit;Viscorin;Vitacee;Vitacin;Adenex;Ascorb;Cantan;Cebid;Cebion;Cecon;Celin;Cemill;Cereon;Cevex;Ciamin;Cipca;Hicee;Ribena;Vitace;Xitix;L-ascorbate;Davitamon C;Arco-cee;Planavit C;Catavin C;Ce lent;Liqui-Cee;Vicomin C;Cee-Vite;Cevi-Bid;Scorbu-C;C-Level;C-Vimin;Cetane-Caps TD;Duoscorb;Scorbacid;Cewin;Antiscorbic vitamin;C-Long;C-Quin;C-Span;Meri-C;Cee-Caps TD;L-Lyxoascorbic acid;L-Xyloascorbic acid;Antiscorbutic vitamin;Cetane-Caps TC;3-Oxo-L-gulofuranolactone;Ce-Mi-Lin;IDO-C;Natrascorb injectable;CE-VI-Sol;Ferrous ascorbate;Acidum ascorbinicum;Ascor-B.I.D.;L-()-Ascorbic Acid;Acidum ascorbicum;Dora-C-500;Kyselina askorbova;3-Keto-L-gulofuranolactone;Ascorbicab;Cortalex;Ferancee;Stuartinic;Tolfrinic;Acido ascorbico;Acide ascorbique;Antiscorbutic factor;L-3-Ketothreohexuronic acid lactone;L-Threoascorbic acid;Chromagen;Kyselina askorbova [Czech];Caswell No. 061B;Vicin;Acide ascorbique [INN-French];Acido ascorbico [INN-Spanish];Acidum ascorbicum [INN-Latin];(R)-5-((S)-1,2-dihydroxyethyl)-3,4-dihydroxyfuran-2(5H)-one;NCI-C54808;L-threo-Hex-2-enonic acid, gamma-lactone;L-threo-Ascorbic acid;FEMA No. 2109;3-Oxo-L-gulofuranolactone (enol form);UNII-PQ6CK8PD0R;CCRIS 57;Cetebe;()-Ascorbic acid;HSDB 818;Hex-2-enonic acid gamma-lactone, L-threo-;EINECS 200-066-2;MFCD00064328;NSC 33832;Iron(II) ascorbate;PQ6CK8PD0R;component of E and C-Level;component of Endoglobin Forte;CHEBI:29073;component of Cortalex;component of Ferancee;NCGC00164357-01;E300;Magnorbin;(5R)-5-[(1S)-1,2-dihydroxyethyl]-3,4-dihydroxyfuran-2(5H)-one;DSSTox_CID_106;E-300;hex-1-enofuranos-3-ulose;Iron-ascorbic acid complexes;DSSTox_RID_75370;DSSTox_GSID_20106;Kangbingfeng;Chewcee;Citrovit;Juvamine;6730-29-6;Ceklin;Magnesium Ascorbicum;Vasc;L()-Ascorbic acid, 99%;()-Sodium L-ascorbate;Rovimix C;Scorbu C;cevibid;Ascorbinsaeure;Parentrovite;Sunkist;Ascorbic Acid, Monosodium Salt;Cell C;L()-Ascorbic acid, ACS reagent;roscorbi c;Acid Ascorbic;Viscorin 100M;(2R)-2-[(1S)-1,2-dihydroxyethyl]-3,4-dihydroxy-2H-furan-5-one;Ronotec 100;Suncoat VC 40;(5R)-5-[(1S)-1,2-dihydroxyethyl]-3,4-dihydroxy-2,5-dihydrofuran-2-one;Oral Vitamin C;Rontex 100;ascor-b.i.d;Ascorbicap (TN);Xyloascorbic acid, L-;Ascoltin (TN);antiscorbic vita min;[14C]ascorbic acid;Ascorbic acid [BAN:INN:JAN];Ascorbic acid [INN:BAN:JAN];[14C]-ascorbic acid;ascorbic acid (vit C);L-Ascorbic acid, meets USP testing specifications;2-(1,2-Dihydroxyethyl)-4,5-dihydroxyfuran-3-one;299-36-5;L-3-ketothreohexuronic acid;Cevitamate;ascorbic-acid;Ascor;L-lyxoascorbate;L-xyloascorbate;.Ascorbinsaure;L-AscorbicAcid;NSC-33832;Vitamin B mixture with vitamin C;3eka;cee-caps td;NSC-218455;Ester C;Ester-C;Sodium Ascorbate (Ascorbic Acid);()-ascorbate;L()-ascorbate;L-threo-hex-2-enono-1,4-lactone;AK-96407;L-Ascorbic acid, free radical form;L-()-ascorbate;Ascorbic acid [USP:INN:BAN:JAN];Ascorbic acid mixture with Vitamin B;Vitamin C,(S);E 300;PubChem18445;Ascorbic Acid DC97SF;(2R)-2-[(1S)-1,2-dihydroxyethyl]-4,5-dihydroxyfuran-3-one;Prestwick3_000325;L-Ascorbic acid, 99%;Ascorbic Acid mixture with Vitamin B Complex;ASCOR (TN);SCHEMBL785;bmse000182;Vitamin C (Ascorbic acid);SCHEMBL4430;L-Ascorbic acid, FCC, FG;BSPBio_000329;(r)-5-(1,2-dihydroxy-ethyl)-3,4-dihydroxy-5h-furan-2-one;KSC925A7P;MLS002153776;CHEMBL40274;BPBio1_000363;GTPL4532;GTPL4781;INS NO.300;L-Ascorbic acid, reagent grade;DTXSID5020106;L-Ascorbic acid, >=99.0%;CTK8C5077;BIA0602;DTXSID50986567;INS-300;Ascorbic acid (JP17/USP/INN);CIWBSHSKHKDKBQ-JLAZNSOCSA-N;ZX-AFC000785;HMS2096A11;HMS2231N16;HMS3713A11;(2R)-2-[(1S)-1,2-Dihydroxyethyl]-4,5-dihydroxy-furan-3-one;89924-69-6;BCP27915;HY-B0166;KS-00000EU9;L-Threoascorbic acid,Antiscorbutic factor,Vitamin C;(R)-5-((S)-1,2-Dihydroxyethyl)-3,4-dihydroxyfuran-2(5H)-one;Tox21_110315;Tox21_112104;Tox21_202127;Tox21_302958;ANW-73969;gamma-lactone L-threo-Hex-2-enonate;L-Ascorbic acid, analytical standard;L-Ascorbic acid, AR, >=99.5%;LS-145;s3114;AKOS016843589;Tox21_112104_1;ZINC100006770;ZINC100019304;CCG-207946;DB00126;FCH1121413;L-Ascorbic acid, mixt. with vitamin B;VIT0000113;gamma-lactone L-threo-Hex-2-enonic acid;L-Ascorbic acid, ACS reagent, >=99%;NCGC00091517-01;NCGC00091517-02;NCGC00091517-03;NCGC00091517-06;NCGC00188972-01;NCGC00256504-01;NCGC00259676-01;53262-66-1;BP-12831;SC-18563;SMR001233160;L-Ascorbic acid, plant cell culture tested;AB0010512;AX8021086;L-Ascorbic acid, reagent grade, crystalline;A0537;A8158;AB00376923;Ascorbic Acid (L-Ascorbic Acid; Vitamin C);SW198791-2;L-Ascorbic acid, BioUltra, >=99.5% (RT);L-Ascorbic acid, tested according to Ph.Eur.;3466-EP2269610A2;3466-EP2269978A2;3466-EP2269985A2;3466-EP2269988A2;3466-EP2269991A2;3466-EP2270000A1;3466-EP2270002A1;3466-EP2270008A1;3466-EP2270011A1;3466-EP2270505A1;3466-EP2272516A2;3466-EP2272537A2;3466-EP2272822A1;3466-EP2272834A1;3466-EP2272835A1;3466-EP2272844A1;3466-EP2275413A1;3466-EP2277848A1;3466-EP2277865A1;3466-EP2281823A2;3466-EP2284149A1;3466-EP2284150A2;3466-EP2284151A2;3466-EP2284152A2;3466-EP2284153A2;3466-EP2284155A2;3466-EP2284156A2;3466-EP2284164A2;3466-EP2284171A1;3466-EP2284178A2;3466-EP2284179A2;3466-EP2287140A2;3466-EP2287148A2;3466-EP2287150A2;3466-EP2287153A1;3466-EP2287156A1;3466-EP2289510A1;3466-EP2289883A1;3466-EP2289890A1;3466-EP2289892A1;3466-EP2292227A2;3466-EP2292228A1;3466-EP2292592A1;3466-EP2292612A2;3466-EP2292617A1;3466-EP2295055A2;3466-EP2295401A2;3466-EP2295409A1;3466-EP2295416A2;3466-EP2295419A2;3466-EP2295426A1;3466-EP2295427A1;3466-EP2295435A1;3466-EP2298735A1;3466-EP2298742A1;3466-EP2298748A2;3466-EP2298768A1;3466-EP2298770A1;3466-EP2298776A1;3466-EP2301536A1;3466-EP2301538A1;3466-EP2301929A1;3466-EP2301931A1;3466-EP2301935A1;3466-EP2301940A1;3466-EP2305219A1;3466-EP2305257A1;3466-EP2305636A1;3466-EP2305637A2;3466-EP2305648A1;3466-EP2305651A1;3466-EP2305668A1;3466-EP2305674A1;3466-EP2305679A1;3466-EP2305683A1;3466-EP2308854A1;3466-EP2308857A1;3466-EP2308861A1;3466-EP2308867A2;3466-EP2308870A2;3466-EP2311453A1;3466-EP2311455A1;3466-EP2311805A1;3466-EP2311807A1;3466-EP2311809A1;3466-EP2311824A1;3466-EP2311839A1;3466-EP2311842A2;3466-EP2314295A1;3466-EP2314584A1;3466-EP2314585A1;3466-EP2314588A1;3466-EP2314589A1;3466-EP2314590A1;3466-EP2314593A1;3466-EP2316452A1;3466-EP2316457A1;3466-EP2316458A1;3466-EP2316470A2;3466-EP2316825A1;3466-EP2316826A1;3466-EP2316827A1;3466-EP2316828A1;3466-EP2316832A1;3466-EP2316833A1;3466-EP2316837A1;3466-EP2374792A1;3466-EP2377510A1;3466-EP2380568A1;C 1000;C00072;D00018;L-Ascorbic acid, p.a., ACS reagent, 99.0%;93398-EP2380568A1;AB00376923_04;AB00376923_05;L-Ascorbic acid, JIS special grade, >=99.0%;L-Ascorbic acid, Vetec(TM) reagent grade, 99%;L-Ascorbic acid, BioXtra, >=99.0%, crystalline;Q199678;L-Ascorbic acid, puriss. p.a., >=99.0% (RT);Q27101942;47A605F0-4187-47A8-B0CE-F9E7DA1B0076;L-Ascorbic acid, p.a., ACS reagent, reag. ISO, 99.7%;Ascorbic acid, British Pharmacopoeia (BP) Reference Standard;Ascorbic acid, European Pharmacopoeia (EP) Reference Standard;L-Ascorbic acid, certified reference material, TraceCERT(R);L-Ascorbic acid, powder, cell culture tested, gamma-irradiated;3,4-Dihydroxy-5beta-[(S)-1,2-dihydroxyethyl]furan-2(5H)-one;Ascorbic acid, United States Pharmacopeia (USP) Reference Standard;(2R)-2-[(1S)-1,2-dihydroxyethyl]-4,5-dihydroxy-2,3-dihydrofuran-3-one;(5R)-5-[(1S)-1,2-dihydroxyethyl]-3,4-dihydroxyfuran-2(5H)-one (non-preferred name);L-Ascorbic acid solution, 1.0 mg/mL in acetonitrile: water, certified reference material;L-Ascorbic acid, anhydrous, free-flowing, Redi-Dri(TM), ACS reagent, >=99%;L-Ascorbic acid, suitable for cell culture, suitable for plant cell culture, >=98%;178101-88-7;L-Ascorbic Acid (Vitamin C)-13C6 solution, 500 mug/mL in acetonitrile: water, certified reference material, ampule of 1 mL;L-Ascorbic acid, puriss. p.a., ACS reagent, reag. ISO, reag. Ph. Eur., 99.7-100.5% (oxidimetric);Valeryl fentanyl hydrochloride solution, 100 mug/mL in methanol (as a free base), certified reference material, ampule of 0.5 mL",_
5280795,https://pubchem.ncbi.nlm.nih.gov/compound/5280795,Vitamin D3,,_
11210478,https://pubchem.ncbi.nlm.nih.gov/compound/11210478,WP 1066,,Inhibitor of the JAK2 and STAT3
135418940,https://pubchem.ncbi.nlm.nih.gov/compound/135418940,XAV939,"XAV-939;284028-89-3;XAV939;XAV 939;3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one;CHEBI:62878;C14H11F3N2OS;CHEMBL1086580;2-(4-(trifluoromethyl)phenyl)-7,8-dihydro-5H-thiopyrano[4,3-d]pyrimidin-4-ol;MFCD16879017;2-[4-(trifluoromethyl)phenyl]-1,5,7,8-tetrahydrothiopyrano[4,3-d]pyrimidin-4-one;2-[4-(Trifluoromethyl)phenyl]-7,8-Dihydro-5h-Thiopyrano[4,3-D]pyrimidin-4-Ol;NVP-XAV-939;2-[4-(trifluoromethyl)phenyl]-7,8-dihydro-5H-thiino[4,3-d]pyrimidin-4-ol;NVP-XAV 939;XAV;3kr8;3uh4;Maybridge3_005018;cc-343;MLS006012021;SCHEMBL7783488;TB3748-GMP;SCHEMBL15315468;AOB4150;DTXSID60369423;XAV939,XAV-939;BCPP000009;HMS1445E02;HMS3414D07;HMS3648B17;HMS3654O16;HMS3678D07;HMS3743E05;BCP02128;EX-A1760;ABP000288;BDBM50188594;BDBM50318567;BS0283;s1180;ZINC13467799;AKOS015954858;AKOS024457786;AKOS026750243;CCG-208105;CS-0494;MCULE-6143908878;SB19432;IDI1_016405;KS-0000181U;NCGC00250397-01;NCGC00484998-01;AC-28393;AK198691;CS-10386;HY-15147;SC-95571;SMR003874205;XAV 939/XAV939,NVP-XAV939;XAV939, >=98% (HPLC);DB-067924;FT-0675873;SW218311-2;X7558;A25698;W-5666;SR-01000946403;J-511234;SR-01000946403-1;BRD-K12762134-001-01-3;BRD-K12762134-001-05-4;Q27132250;6,8-Dihydro-2-[4-(trifluoromethyl)phenyl]-5H-thiopyrano[3,4-d]pyrimidine;2-(4-(trifluoromethyl)phenyl)-7,8-dihydro-1H-thiopyrano[4,3-d]pyrimidin-4(5H)-one;2-(4-(trifluoromethyl)phenyl)-7,8-dihydro-3H-thiopyrano[4,3-d]pyrimidin-4(5H)-one;2-(4-(Trifluoromethyl)phenyl)-7,8-dihydro-5H-thiopyrano-[4,3-d]pyrimidin-4-ol;2-(4-Trifluoromethyl-phenyl)-3,5,7,8-tetrahydro-thiopyrano[4,3-d]pyrimidin-4-one;2-[4-(Trifluoromethyl)phenyl]-1,5,7,8-tetrahydro-4H-thiopyrano[4,3-d]pyrimidin-4-one;2-[4-(trifluoromethyl)phenyl]-1H,4H,5H,7H,8H-thiopyrano[4,3-d]pyrimidin-4-one;NVP-XAV939;3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one",Inhibitor of the WNT/β-catenin signaling
1893730,https://pubchem.ncbi.nlm.nih.gov/compound/1893730,XL147,,Inhibitor of PI3 kinase
448042,https://pubchem.ncbi.nlm.nih.gov/compound/448042,Y-27632,"y-27632;146986-50-7;Y27632;Y 27632;UNII-0X370ROP6H;cyclohexanecarboxamide, 4-[(1R)-1-aminoethyl]-N-4-pyridinyl-, trans-;4-[(1R)-1-aminoethyl]-N-(pyridin-4-yl)cyclohexane-1-carboxamide;0X370ROP6H;CHEBI:75393;(R)-TRANS-4-(1-AMINOETHYL)-N-(4-PYRIDYL) CYCLOHEXANECARBOXAMIDE;(R)-()-trans-N-(4-pyridyl)-4-(1-aminoethyl)-cyclohexanecarboxamide;Y27;(R)-Trans-4-(1-Aminoethyl)-N-(4-Pyridyl)cyclohexanecarboxamide;2etr;2gnf;2gnj;1q8t;(1R,4r)-4-((R)-1-aminoethyl)-N-(pyridin-4-yl)cyclohexane-1-carboxamide dihydrochloride;(R)-()-trans-4-(1-Aminoethyl)-N-(4-Pyridyl)cyclohexanecarboxamide dihydrochloride;BiomolKI_000071;BiomolKI2_000075;Y-27632, free base;CBiol_001962;BSPBio_001234;KBioGR_000574;KBioSS_000574;521059-79-0;SCHEMBL598993;CHEMBL559147;GTPL5290;ROCK Inhibitor, Y-27632;SCHEMBL1980406;SCHEMBL7804373;ZINC6989;CHEMBL1083134;CHEMBL1188380;DTXSID7043740;SCHEMBL13970844;SCHEMBL18935698;BDBM14029;BDBM86729;CHEBI:92773;KBio2_000574;KBio2_003142;KBio2_005710;KBio3_001027;KBio3_001028;4-[(1R)-1-aminoethyl]-N-(4-pyridyl)cyclohexanecarboxamide;BCPP000008;Bio1_000248;Bio1_000737;Bio1_001226;Bio2_000457;Bio2_000937;HMS1362N15;HMS1792N15;HMS1990N15;HMS3403N15;4-[(1R)-1-aminoethyl]-N-pyridin-4-ylcyclohexane-1-carboxamide;BDBM50319631;(1R,4r)-4-[(1R)-1-aminoethyl]-N-(pyridin-4-yl)cyclohexane-1-carboxamide;AKOS026750241;AKOS028109253;ZINC100002002;ZINC252286763;AM81233;CCG-204428;CS-0131;DB08756;SB19471;IDI1_002212;SMP2_000199;NCGC00092276-02;NCGC00092276-03;NCGC00092276-04;NCGC00092276-05;NCGC00092276-06;NCGC00092276-07;NCGC00092276-08;NCGC00092276-09;NCGC00092276-10;HY-10071;LS-191400;CAS_146986-50-7;FT-0601668;A25646;S-7699;J-008296;J-525164;Q6584634;BRD-K44084986-001-03-9;BRD-K44084986-300-02-7;(R)-4-(1-Aminoethyl)-N-(pyridin-4-yl)cyclohexanecarboxamide;trans-4-[(1R)-1-aminoethyl]-N-(pyridin-4-yl)cyclohexanecarboxamide;trans-4-[(1R)-1-aminoethyl]-N-pyridin-4-ylcyclohexanecarboxamide;(R)-()-trans-4-(1-Aminoethyl)-N-(4-Pyridyl)cyclohexanecarboxamide;[]-[R]-trans-4-[1-aminoethyl]-N-[4-pyridyl]cyclohexanecarboxamide;Cyclohexanecarboxamide, 4-(1-aminoethyl)-N-4-pyridinyl-, [4(R)-trans]-;Cyclohexanecarboxamide, 4-[(1R)-1-aminoethyl]-N-4-pyridinyl-, trans- (9CI);trans-4-[(1R)-1-Aminoethyl]-N-4-pyridinylcyclohexanecar boxamide dihydrochloride",Inhibitor of ROCK1 and ROCK2
100016,https://pubchem.ncbi.nlm.nih.gov/compound/100016,Zebularine,,Inhibitor of the DNA methyltransferase
5727,https://pubchem.ncbi.nlm.nih.gov/compound/5727,Zinc chloride,,_
5730,https://pubchem.ncbi.nlm.nih.gov/compound/5730,ZM33637,,Activator of Raf-1
1567,https://pubchem.ncbi.nlm.nih.gov/compound/1567,β-mercaptoethanol,,_
_,_,N-hydroxy-2-oxo-3-(3-phenylprophyl)-1'2-dihydroquinoxaline-6-carboxamide,,_
2814138,https://pubchem.ncbi.nlm.nih.gov/compound/2814138,OAC2,,_
5282411,https://pubchem.ncbi.nlm.nih.gov/compound/5282411,Prostaglandin I2,,"Activator of prostaglandin receptors EP1, EP2, EP3 and EP4"
10202642,https://pubchem.ncbi.nlm.nih.gov/compound/10202642,GW788388,,Inhibitor of Transforming Growth Factor Beta Signaling
6437836,https://pubchem.ncbi.nlm.nih.gov/compound/6437836,Peretinoin,,Agonist of retinoid acid receptor (RAR)
1613,https://pubchem.ncbi.nlm.nih.gov/compound/1613,Zopolrestat,,Inhibitor of carboxylic acid aldose reductase
